Quarter,Country,Industry,Value,Variable
2007.5,France,Information and communication,67.372,GVA
2007.75,France,Information and communication,68.251,GVA
2008.0,France,Information and communication,70.405,GVA
2008.25,France,Information and communication,70.047,GVA
2008.5,France,Information and communication,69.791,GVA
2008.75,France,Information and communication,68.714,GVA
2009.0,France,Information and communication,67.839,GVA
2009.25,France,Information and communication,67.187,GVA
2009.5,France,Information and communication,66.514,GVA
2009.75,France,Information and communication,67.246,GVA
2010.0,France,Information and communication,68.319,GVA
2010.25,France,Information and communication,69.18,GVA
2010.5,France,Information and communication,69.66,GVA
2010.75,France,Information and communication,70.429,GVA
2011.0,France,Information and communication,71.782,GVA
2011.25,France,Information and communication,72.882,GVA
2011.5,France,Information and communication,74.678,GVA
2011.75,France,Information and communication,75.715,GVA
2012.0,France,Information and communication,76.406,GVA
2012.25,France,Information and communication,76.31,GVA
2012.5,France,Information and communication,77.278,GVA
2012.75,France,Information and communication,78.121,GVA
2013.0,France,Information and communication,77.24,GVA
2013.25,France,Information and communication,77.204,GVA
2013.5,France,Information and communication,76.313,GVA
2013.75,France,Information and communication,77.163,GVA
2014.0,France,Information and communication,78.053,GVA
2014.25,France,Information and communication,78.827,GVA
2014.5,France,Information and communication,80.063,GVA
2014.75,France,Information and communication,80.153,GVA
2015.0,France,Information and communication,81.011,GVA
2015.25,France,Information and communication,81.572,GVA
2015.5,France,Information and communication,82.259,GVA
2015.75,France,Information and communication,82.652,GVA
2016.0,France,Information and communication,83.718,GVA
2016.25,France,Information and communication,83.031,GVA
2016.5,France,Information and communication,84.412,GVA
2016.75,France,Information and communication,85.056,GVA
2017.0,France,Information and communication,87.53,GVA
2017.25,France,Information and communication,88.835,GVA
2017.5,France,Information and communication,90.817,GVA
2017.75,France,Information and communication,92.129,GVA
2018.0,France,Information and communication,92.82,GVA
2018.25,France,Information and communication,94.019,GVA
2018.5,France,Information and communication,95.934,GVA
2018.75,France,Information and communication,96.928,GVA
2019.0,France,Information and communication,98.007,GVA
2019.25,France,Information and communication,99.989,GVA
2019.5,France,Information and communication,102.167,GVA
2019.75,France,Information and communication,103.014,GVA
2020.0,France,Information and communication,100.043,GVA
2020.25,France,Information and communication,94.183,GVA
2020.5,France,Information and communication,101.771,GVA
2020.75,France,Information and communication,104.004,GVA
2021.0,France,Information and communication,106.521,GVA
2021.25,France,Information and communication,108.422,GVA
2021.5,France,Information and communication,111.184,GVA
2021.75,France,Information and communication,112.494,GVA
2022.0,France,Information and communication,113.028,GVA
2022.25,France,Information and communication,114.478,GVA
2022.5,France,Information and communication,118.474,GVA
2022.75,France,Information and communication,119.69,GVA
2023.0,France,Information and communication,121.019,GVA
2023.25,France,Information and communication,123.036,GVA
2023.5,France,Information and communication,124.653,GVA
2023.75,France,Information and communication,126.415,GVA
2024.0,France,Information and communication,127.699,GVA
2024.25,France,Information and communication,128.677,GVA
2024.5,France,Information and communication,131.2,GVA
2024.75,France,Information and communication,130.848,GVA
1997.0,Ireland,Information and communication,8.028,GVA
1997.25,Ireland,Information and communication,7.862,GVA
1997.5,Ireland,Information and communication,8.345,GVA
1997.75,Ireland,Information and communication,8.848,GVA
1998.0,Ireland,Information and communication,9.267,GVA
1998.25,Ireland,Information and communication,10.033,GVA
1998.5,Ireland,Information and communication,9.522,GVA
1998.75,Ireland,Information and communication,9.799,GVA
1999.0,Ireland,Information and communication,10.12,GVA
1999.25,Ireland,Information and communication,10.627,GVA
1999.5,Ireland,Information and communication,11.138,GVA
1999.75,Ireland,Information and communication,11.944,GVA
2000.0,Ireland,Information and communication,10.669,GVA
2000.25,Ireland,Information and communication,10.774,GVA
2000.5,Ireland,Information and communication,11.158,GVA
2000.75,Ireland,Information and communication,11.661,GVA
2001.0,Ireland,Information and communication,11.924,GVA
2001.25,Ireland,Information and communication,10.993,GVA
2001.5,Ireland,Information and communication,11.604,GVA
2001.75,Ireland,Information and communication,11.563,GVA
2002.0,Ireland,Information and communication,12.279,GVA
2002.25,Ireland,Information and communication,12.663,GVA
2002.5,Ireland,Information and communication,12.873,GVA
2002.75,Ireland,Information and communication,13.4,GVA
2003.0,Ireland,Information and communication,10.585,GVA
2003.25,Ireland,Information and communication,11.814,GVA
2003.5,Ireland,Information and communication,11.643,GVA
2003.75,Ireland,Information and communication,11.853,GVA
2004.0,Ireland,Information and communication,13.023,GVA
2004.25,Ireland,Information and communication,13.547,GVA
2004.5,Ireland,Information and communication,13.703,GVA
2004.75,Ireland,Information and communication,14.386,GVA
2005.0,Ireland,Information and communication,14.582,GVA
2005.25,Ireland,Information and communication,15.374,GVA
2005.5,Ireland,Information and communication,15.493,GVA
2005.75,Ireland,Information and communication,15.637,GVA
2006.0,Ireland,Information and communication,15.63,GVA
2006.25,Ireland,Information and communication,15.827,GVA
2006.5,Ireland,Information and communication,18.597,GVA
2006.75,Ireland,Information and communication,18.77,GVA
2007.0,Ireland,Information and communication,21.189,GVA
2007.25,Ireland,Information and communication,21.415,GVA
2007.5,Ireland,Information and communication,18.363,GVA
2007.75,Ireland,Information and communication,20.178,GVA
2008.0,Ireland,Information and communication,21.273,GVA
2008.25,Ireland,Information and communication,22.236,GVA
2008.5,Ireland,Information and communication,24.53,GVA
2008.75,Ireland,Information and communication,23.287,GVA
2009.0,Ireland,Information and communication,23.106,GVA
2009.25,Ireland,Information and communication,23.925,GVA
2009.5,Ireland,Information and communication,26.508,GVA
2009.75,Ireland,Information and communication,23.567,GVA
2010.0,Ireland,Information and communication,24.236,GVA
2010.25,Ireland,Information and communication,25.476,GVA
2010.5,Ireland,Information and communication,26.239,GVA
2010.75,Ireland,Information and communication,28.86,GVA
2011.0,Ireland,Information and communication,25.739,GVA
2011.25,Ireland,Information and communication,28.565,GVA
2011.5,Ireland,Information and communication,26.366,GVA
2011.75,Ireland,Information and communication,27.592,GVA
2012.0,Ireland,Information and communication,28.606,GVA
2012.25,Ireland,Information and communication,26.707,GVA
2012.5,Ireland,Information and communication,26.415,GVA
2012.75,Ireland,Information and communication,28.203,GVA
2013.0,Ireland,Information and communication,28.049,GVA
2013.25,Ireland,Information and communication,29.895,GVA
2013.5,Ireland,Information and communication,31.779,GVA
2013.75,Ireland,Information and communication,32.345,GVA
2014.0,Ireland,Information and communication,31.078,GVA
2014.25,Ireland,Information and communication,35.813,GVA
2014.5,Ireland,Information and communication,33.251,GVA
2014.75,Ireland,Information and communication,37.812,GVA
2015.0,Ireland,Information and communication,39.331,GVA
2015.25,Ireland,Information and communication,39.682,GVA
2015.5,Ireland,Information and communication,40.193,GVA
2015.75,Ireland,Information and communication,41.455,GVA
2016.0,Ireland,Information and communication,42.758,GVA
2016.25,Ireland,Information and communication,41.523,GVA
2016.5,Ireland,Information and communication,45.48,GVA
2016.75,Ireland,Information and communication,45.795,GVA
2017.0,Ireland,Information and communication,49.679,GVA
2017.25,Ireland,Information and communication,53.773,GVA
2017.5,Ireland,Information and communication,61.834,GVA
2017.75,Ireland,Information and communication,59.772,GVA
2018.0,Ireland,Information and communication,64.765,GVA
2018.25,Ireland,Information and communication,67.568,GVA
2018.5,Ireland,Information and communication,70.611,GVA
2018.75,Ireland,Information and communication,76.205,GVA
2019.0,Ireland,Information and communication,76.611,GVA
2019.25,Ireland,Information and communication,86.036,GVA
2019.5,Ireland,Information and communication,83.109,GVA
2019.75,Ireland,Information and communication,89.119,GVA
2020.0,Ireland,Information and communication,96.365,GVA
2020.25,Ireland,Information and communication,89.375,GVA
2020.5,Ireland,Information and communication,114.188,GVA
2020.75,Ireland,Information and communication,100.072,GVA
2021.0,Ireland,Information and communication,115.744,GVA
2021.25,Ireland,Information and communication,120.919,GVA
2021.5,Ireland,Information and communication,120.533,GVA
2021.75,Ireland,Information and communication,134.022,GVA
2022.0,Ireland,Information and communication,126.167,GVA
2022.25,Ireland,Information and communication,131.83,GVA
2022.5,Ireland,Information and communication,135.925,GVA
2022.75,Ireland,Information and communication,130.201,GVA
2023.0,Ireland,Information and communication,135.889,GVA
2023.25,Ireland,Information and communication,142.378,GVA
2023.5,Ireland,Information and communication,141.727,GVA
2023.75,Ireland,Information and communication,142.337,GVA
2024.0,Ireland,Information and communication,145.001,GVA
2024.25,Ireland,Information and communication,144.16,GVA
2024.5,Ireland,Information and communication,154.093,GVA
2024.75,Ireland,Information and communication,166.153,GVA
1997.0,Italy,Information and communication,52.231,GVA
1997.25,Italy,Information and communication,53.492,GVA
1997.5,Italy,Information and communication,53.779,GVA
1997.75,Italy,Information and communication,55.796,GVA
1998.0,Italy,Information and communication,54.455,GVA
1998.25,Italy,Information and communication,56.971,GVA
1998.5,Italy,Information and communication,57.642,GVA
1998.75,Italy,Information and communication,59.278,GVA
1999.0,Italy,Information and communication,61.8,GVA
1999.25,Italy,Information and communication,64.122,GVA
1999.5,Italy,Information and communication,65.443,GVA
1999.75,Italy,Information and communication,66.204,GVA
2000.0,Italy,Information and communication,70.186,GVA
2000.25,Italy,Information and communication,66.523,GVA
2000.5,Italy,Information and communication,69.626,GVA
2000.75,Italy,Information and communication,72.379,GVA
2001.0,Italy,Information and communication,76.309,GVA
2001.25,Italy,Information and communication,79.042,GVA
2001.5,Italy,Information and communication,80.697,GVA
2001.75,Italy,Information and communication,83.358,GVA
2002.0,Italy,Information and communication,85.84,GVA
2002.25,Italy,Information and communication,87.634,GVA
2002.5,Italy,Information and communication,87.682,GVA
2002.75,Italy,Information and communication,86.325,GVA
2003.0,Italy,Information and communication,84.895,GVA
2003.25,Italy,Information and communication,86.449,GVA
2003.5,Italy,Information and communication,87.683,GVA
2003.75,Italy,Information and communication,87.23,GVA
2004.0,Italy,Information and communication,89.669,GVA
2004.25,Italy,Information and communication,87.742,GVA
2004.5,Italy,Information and communication,87.87,GVA
2004.75,Italy,Information and communication,87.577,GVA
2005.0,Italy,Information and communication,88.21,GVA
2005.25,Italy,Information and communication,89.381,GVA
2005.5,Italy,Information and communication,93.626,GVA
2005.75,Italy,Information and communication,89.85,GVA
2006.0,Italy,Information and communication,91.572,GVA
2006.25,Italy,Information and communication,91.38,GVA
2006.5,Italy,Information and communication,92.143,GVA
2006.75,Italy,Information and communication,93.612,GVA
2007.0,Italy,Information and communication,94.021,GVA
2007.25,Italy,Information and communication,95.754,GVA
2007.5,Italy,Information and communication,97.103,GVA
2007.75,Italy,Information and communication,98.883,GVA
2008.0,Italy,Information and communication,98.935,GVA
2008.25,Italy,Information and communication,98.756,GVA
2008.5,Italy,Information and communication,99.623,GVA
2008.75,Italy,Information and communication,99.847,GVA
2009.0,Italy,Information and communication,99.727,GVA
2009.25,Italy,Information and communication,100.081,GVA
2009.5,Italy,Information and communication,99.72,GVA
2009.75,Italy,Information and communication,98.599,GVA
2010.0,Italy,Information and communication,100.559,GVA
2010.25,Italy,Information and communication,100.89,GVA
2010.5,Italy,Information and communication,101.129,GVA
2010.75,Italy,Information and communication,101.836,GVA
2011.0,Italy,Information and communication,100.895,GVA
2011.25,Italy,Information and communication,101.144,GVA
2011.5,Italy,Information and communication,101.109,GVA
2011.75,Italy,Information and communication,99.239,GVA
2012.0,Italy,Information and communication,96.664,GVA
2012.25,Italy,Information and communication,96.191,GVA
2012.5,Italy,Information and communication,94.307,GVA
2012.75,Italy,Information and communication,94.373,GVA
2013.0,Italy,Information and communication,93.851,GVA
2013.25,Italy,Information and communication,94.265,GVA
2013.5,Italy,Information and communication,94.538,GVA
2013.75,Italy,Information and communication,93.53,GVA
2014.0,Italy,Information and communication,93.53,GVA
2014.25,Italy,Information and communication,93.614,GVA
2014.5,Italy,Information and communication,93.33,GVA
2014.75,Italy,Information and communication,93.088,GVA
2015.0,Italy,Information and communication,93.975,GVA
2015.25,Italy,Information and communication,93.193,GVA
2015.5,Italy,Information and communication,94.033,GVA
2015.75,Italy,Information and communication,95.177,GVA
2016.0,Italy,Information and communication,96.929,GVA
2016.25,Italy,Information and communication,97.126,GVA
2016.5,Italy,Information and communication,98.515,GVA
2016.75,Italy,Information and communication,99.001,GVA
2017.0,Italy,Information and communication,99.711,GVA
2017.25,Italy,Information and communication,99.784,GVA
2017.5,Italy,Information and communication,99.266,GVA
2017.75,Italy,Information and communication,98.833,GVA
2018.0,Italy,Information and communication,98.521,GVA
2018.25,Italy,Information and communication,97.703,GVA
2018.5,Italy,Information and communication,97.419,GVA
2018.75,Italy,Information and communication,98.727,GVA
2019.0,Italy,Information and communication,100.356,GVA
2019.25,Italy,Information and communication,100.744,GVA
2019.5,Italy,Information and communication,101.397,GVA
2019.75,Italy,Information and communication,100.668,GVA
2020.0,Italy,Information and communication,99.399,GVA
2020.25,Italy,Information and communication,95.92,GVA
2020.5,Italy,Information and communication,101.698,GVA
2020.75,Italy,Information and communication,102.984,GVA
2021.0,Italy,Information and communication,107.254,GVA
2021.25,Italy,Information and communication,110.587,GVA
2021.5,Italy,Information and communication,111.437,GVA
2021.75,Italy,Information and communication,112.874,GVA
2022.0,Italy,Information and communication,112.88,GVA
2022.25,Italy,Information and communication,112.56,GVA
2022.5,Italy,Information and communication,114.63,GVA
2022.75,Italy,Information and communication,116.876,GVA
2023.0,Italy,Information and communication,118.297,GVA
2023.25,Italy,Information and communication,120.265,GVA
2023.5,Italy,Information and communication,121.766,GVA
2023.75,Italy,Information and communication,121.908,GVA
2024.0,Italy,Information and communication,122.704,GVA
2024.25,Italy,Information and communication,123.131,GVA
2024.5,Italy,Information and communication,122.407,GVA
2024.75,Italy,Information and communication,121.557,GVA
1997.0,Netherlands,Information and communication,27.978,GVA
1997.25,Netherlands,Information and communication,29.231,GVA
1997.5,Netherlands,Information and communication,30.821,GVA
1997.75,Netherlands,Information and communication,31.896,GVA
1998.0,Netherlands,Information and communication,33.265,GVA
1998.25,Netherlands,Information and communication,34.723,GVA
1998.5,Netherlands,Information and communication,36.568,GVA
1998.75,Netherlands,Information and communication,38.354,GVA
1999.0,Netherlands,Information and communication,39.496,GVA
1999.25,Netherlands,Information and communication,41.192,GVA
1999.5,Netherlands,Information and communication,42.702,GVA
1999.75,Netherlands,Information and communication,44.959,GVA
2000.0,Netherlands,Information and communication,46.969,GVA
2000.25,Netherlands,Information and communication,48.682,GVA
2000.5,Netherlands,Information and communication,49.355,GVA
2000.75,Netherlands,Information and communication,51.404,GVA
2001.0,Netherlands,Information and communication,53.198,GVA
2001.25,Netherlands,Information and communication,54.415,GVA
2001.5,Netherlands,Information and communication,55.119,GVA
2001.75,Netherlands,Information and communication,54.934,GVA
2002.0,Netherlands,Information and communication,56.15,GVA
2002.25,Netherlands,Information and communication,56.62,GVA
2002.5,Netherlands,Information and communication,56.935,GVA
2002.75,Netherlands,Information and communication,57.426,GVA
2003.0,Netherlands,Information and communication,58.065,GVA
2003.25,Netherlands,Information and communication,58.645,GVA
2003.5,Netherlands,Information and communication,59.112,GVA
2003.75,Netherlands,Information and communication,59.958,GVA
2004.0,Netherlands,Information and communication,58.791,GVA
2004.25,Netherlands,Information and communication,58.966,GVA
2004.5,Netherlands,Information and communication,59.954,GVA
2004.75,Netherlands,Information and communication,60.483,GVA
2005.0,Netherlands,Information and communication,61.269,GVA
2005.25,Netherlands,Information and communication,61.388,GVA
2005.5,Netherlands,Information and communication,62.735,GVA
2005.75,Netherlands,Information and communication,63.113,GVA
2006.0,Netherlands,Information and communication,64.879,GVA
2006.25,Netherlands,Information and communication,66.137,GVA
2006.5,Netherlands,Information and communication,65.802,GVA
2006.75,Netherlands,Information and communication,68.392,GVA
2007.0,Netherlands,Information and communication,70.252,GVA
2007.25,Netherlands,Information and communication,71.78,GVA
2007.5,Netherlands,Information and communication,72.711,GVA
2007.75,Netherlands,Information and communication,73.165,GVA
2008.0,Netherlands,Information and communication,73.149,GVA
2008.25,Netherlands,Information and communication,73.822,GVA
2008.5,Netherlands,Information and communication,75.022,GVA
2008.75,Netherlands,Information and communication,75.034,GVA
2009.0,Netherlands,Information and communication,71.39,GVA
2009.25,Netherlands,Information and communication,72.297,GVA
2009.5,Netherlands,Information and communication,71.16,GVA
2009.75,Netherlands,Information and communication,72.936,GVA
2010.0,Netherlands,Information and communication,71.088,GVA
2010.25,Netherlands,Information and communication,70.825,GVA
2010.5,Netherlands,Information and communication,71.308,GVA
2010.75,Netherlands,Information and communication,73.406,GVA
2011.0,Netherlands,Information and communication,72.227,GVA
2011.25,Netherlands,Information and communication,73.061,GVA
2011.5,Netherlands,Information and communication,73.562,GVA
2011.75,Netherlands,Information and communication,73.631,GVA
2012.0,Netherlands,Information and communication,74.674,GVA
2012.25,Netherlands,Information and communication,73.955,GVA
2012.5,Netherlands,Information and communication,74.665,GVA
2012.75,Netherlands,Information and communication,71.973,GVA
2013.0,Netherlands,Information and communication,74.676,GVA
2013.25,Netherlands,Information and communication,75.177,GVA
2013.5,Netherlands,Information and communication,75.252,GVA
2013.75,Netherlands,Information and communication,75.207,GVA
2014.0,Netherlands,Information and communication,77.095,GVA
2014.25,Netherlands,Information and communication,76.617,GVA
2014.5,Netherlands,Information and communication,76.936,GVA
2014.75,Netherlands,Information and communication,78.445,GVA
2015.0,Netherlands,Information and communication,79.436,GVA
2015.25,Netherlands,Information and communication,79.757,GVA
2015.5,Netherlands,Information and communication,80.598,GVA
2015.75,Netherlands,Information and communication,81.678,GVA
2016.0,Netherlands,Information and communication,81.828,GVA
2016.25,Netherlands,Information and communication,83.075,GVA
2016.5,Netherlands,Information and communication,84.255,GVA
2016.75,Netherlands,Information and communication,85.97,GVA
2017.0,Netherlands,Information and communication,86.81,GVA
2017.25,Netherlands,Information and communication,88.241,GVA
2017.5,Netherlands,Information and communication,88.5,GVA
2017.75,Netherlands,Information and communication,89.933,GVA
2018.0,Netherlands,Information and communication,90.529,GVA
2018.25,Netherlands,Information and communication,90.742,GVA
2018.5,Netherlands,Information and communication,91.838,GVA
2018.75,Netherlands,Information and communication,92.296,GVA
2019.0,Netherlands,Information and communication,94.164,GVA
2019.25,Netherlands,Information and communication,94.471,GVA
2019.5,Netherlands,Information and communication,95.961,GVA
2019.75,Netherlands,Information and communication,97.797,GVA
2020.0,Netherlands,Information and communication,100.523,GVA
2020.25,Netherlands,Information and communication,97.452,GVA
2020.5,Netherlands,Information and communication,100.287,GVA
2020.75,Netherlands,Information and communication,101.738,GVA
2021.0,Netherlands,Information and communication,102.517,GVA
2021.25,Netherlands,Information and communication,107.665,GVA
2021.5,Netherlands,Information and communication,105.926,GVA
2021.75,Netherlands,Information and communication,104.952,GVA
2022.0,Netherlands,Information and communication,115.745,GVA
2022.25,Netherlands,Information and communication,120.924,GVA
2022.5,Netherlands,Information and communication,122.807,GVA
2022.75,Netherlands,Information and communication,122.193,GVA
2023.0,Netherlands,Information and communication,121.378,GVA
2023.25,Netherlands,Information and communication,120.36,GVA
2023.5,Netherlands,Information and communication,120.725,GVA
2023.75,Netherlands,Information and communication,123.347,GVA
2024.0,Netherlands,Information and communication,123.051,GVA
2024.25,Netherlands,Information and communication,123.818,GVA
2024.5,Netherlands,Information and communication,123.783,GVA
2024.75,Netherlands,Information and communication,124.441,GVA
1997.0,Norway,Information and communication,26.444,GVA
1997.25,Norway,Information and communication,27.371,GVA
1997.5,Norway,Information and communication,28.24,GVA
1997.75,Norway,Information and communication,28.979,GVA
1998.0,Norway,Information and communication,30.128,GVA
1998.25,Norway,Information and communication,31.17,GVA
1998.5,Norway,Information and communication,31.682,GVA
1998.75,Norway,Information and communication,32.521,GVA
1999.0,Norway,Information and communication,33.842,GVA
1999.25,Norway,Information and communication,35.738,GVA
1999.5,Norway,Information and communication,36.012,GVA
1999.75,Norway,Information and communication,36.918,GVA
2000.0,Norway,Information and communication,37.464,GVA
2000.25,Norway,Information and communication,37.55,GVA
2000.5,Norway,Information and communication,37.937,GVA
2000.75,Norway,Information and communication,39.208,GVA
2001.0,Norway,Information and communication,40.788,GVA
2001.25,Norway,Information and communication,41.311,GVA
2001.5,Norway,Information and communication,41.833,GVA
2001.75,Norway,Information and communication,42.366,GVA
2002.0,Norway,Information and communication,42.488,GVA
2002.25,Norway,Information and communication,43.191,GVA
2002.5,Norway,Information and communication,43.564,GVA
2002.75,Norway,Information and communication,43.107,GVA
2003.0,Norway,Information and communication,44.212,GVA
2003.25,Norway,Information and communication,44.719,GVA
2003.5,Norway,Information and communication,45.813,GVA
2003.75,Norway,Information and communication,45.693,GVA
2004.0,Norway,Information and communication,50.346,GVA
2004.25,Norway,Information and communication,50.709,GVA
2004.5,Norway,Information and communication,52.185,GVA
2004.75,Norway,Information and communication,51.691,GVA
2005.0,Norway,Information and communication,52.603,GVA
2005.25,Norway,Information and communication,54.911,GVA
2005.5,Norway,Information and communication,55.405,GVA
2005.75,Norway,Information and communication,56.533,GVA
2006.0,Norway,Information and communication,54.196,GVA
2006.25,Norway,Information and communication,56.196,GVA
2006.5,Norway,Information and communication,57.57,GVA
2006.75,Norway,Information and communication,60.494,GVA
2007.0,Norway,Information and communication,59.849,GVA
2007.25,Norway,Information and communication,62.004,GVA
2007.5,Norway,Information and communication,63.547,GVA
2007.75,Norway,Information and communication,64.067,GVA
2008.0,Norway,Information and communication,63.939,GVA
2008.25,Norway,Information and communication,64.96,GVA
2008.5,Norway,Information and communication,65.576,GVA
2008.75,Norway,Information and communication,67.587,GVA
2009.0,Norway,Information and communication,67.347,GVA
2009.25,Norway,Information and communication,66.626,GVA
2009.5,Norway,Information and communication,66.864,GVA
2009.75,Norway,Information and communication,67.451,GVA
2010.0,Norway,Information and communication,73.006,GVA
2010.25,Norway,Information and communication,72.758,GVA
2010.5,Norway,Information and communication,73.852,GVA
2010.75,Norway,Information and communication,75.189,GVA
2011.0,Norway,Information and communication,74.51,GVA
2011.25,Norway,Information and communication,75.638,GVA
2011.5,Norway,Information and communication,76.286,GVA
2011.75,Norway,Information and communication,76.704,GVA
2012.0,Norway,Information and communication,77.419,GVA
2012.25,Norway,Information and communication,77.848,GVA
2012.5,Norway,Information and communication,78.072,GVA
2012.75,Norway,Information and communication,79.182,GVA
2013.0,Norway,Information and communication,79.715,GVA
2013.25,Norway,Information and communication,80.438,GVA
2013.5,Norway,Information and communication,80.519,GVA
2013.75,Norway,Information and communication,81.569,GVA
2014.0,Norway,Information and communication,80.566,GVA
2014.25,Norway,Information and communication,81.694,GVA
2014.5,Norway,Information and communication,81.89,GVA
2014.75,Norway,Information and communication,82.564,GVA
2015.0,Norway,Information and communication,83.426,GVA
2015.25,Norway,Information and communication,84.413,GVA
2015.5,Norway,Information and communication,84.603,GVA
2015.75,Norway,Information and communication,85.134,GVA
2016.0,Norway,Information and communication,85.912,GVA
2016.25,Norway,Information and communication,84.904,GVA
2016.5,Norway,Information and communication,85.149,GVA
2016.75,Norway,Information and communication,86.136,GVA
2017.0,Norway,Information and communication,86.283,GVA
2017.25,Norway,Information and communication,87.844,GVA
2017.5,Norway,Information and communication,88.946,GVA
2017.75,Norway,Information and communication,91.545,GVA
2018.0,Norway,Information and communication,93.851,GVA
2018.25,Norway,Information and communication,96.117,GVA
2018.5,Norway,Information and communication,97.507,GVA
2018.75,Norway,Information and communication,98.799,GVA
2019.0,Norway,Information and communication,100.458,GVA
2019.25,Norway,Information and communication,101.826,GVA
2019.5,Norway,Information and communication,102.868,GVA
2019.75,Norway,Information and communication,103.388,GVA
2020.0,Norway,Information and communication,100.654,GVA
2020.25,Norway,Information and communication,98.408,GVA
2020.5,Norway,Information and communication,100.118,GVA
2020.75,Norway,Information and communication,100.821,GVA
2021.0,Norway,Information and communication,102.92,GVA
2021.25,Norway,Information and communication,103.484,GVA
2021.5,Norway,Information and communication,105.179,GVA
2021.75,Norway,Information and communication,106.075,GVA
2022.0,Norway,Information and communication,106.694,GVA
2022.25,Norway,Information and communication,107.809,GVA
2022.5,Norway,Information and communication,108.885,GVA
2022.75,Norway,Information and communication,109.781,GVA
2023.0,Norway,Information and communication,110.911,GVA
2023.25,Norway,Information and communication,111.11,GVA
2023.5,Norway,Information and communication,111.875,GVA
2023.75,Norway,Information and communication,112.102,GVA
2024.0,Norway,Information and communication,111.844,GVA
2024.25,Norway,Information and communication,111.546,GVA
2024.5,Norway,Information and communication,111.415,GVA
2024.75,Norway,Information and communication,111.374,GVA
1997.0,Poland,Information and communication,17.834,GVA
1997.25,Poland,Information and communication,18.373,GVA
1997.5,Poland,Information and communication,19.116,GVA
1997.75,Poland,Information and communication,19.257,GVA
1998.0,Poland,Information and communication,20.381,GVA
1998.25,Poland,Information and communication,21.303,GVA
1998.5,Poland,Information and communication,21.434,GVA
1998.75,Poland,Information and communication,22.641,GVA
1999.0,Poland,Information and communication,22.167,GVA
1999.25,Poland,Information and communication,22.968,GVA
1999.5,Poland,Information and communication,23.614,GVA
1999.75,Poland,Information and communication,24.414,GVA
2000.0,Poland,Information and communication,24.728,GVA
2000.25,Poland,Information and communication,25.687,GVA
2000.5,Poland,Information and communication,26.456,GVA
2000.75,Poland,Information and communication,27.114,GVA
2001.0,Poland,Information and communication,28.193,GVA
2001.25,Poland,Information and communication,28.211,GVA
2001.5,Poland,Information and communication,28.89,GVA
2001.75,Poland,Information and communication,29.746,GVA
2002.0,Poland,Information and communication,31.119,GVA
2002.25,Poland,Information and communication,32.558,GVA
2002.5,Poland,Information and communication,32.839,GVA
2002.75,Poland,Information and communication,33.118,GVA
2003.0,Poland,Information and communication,33.632,GVA
2003.25,Poland,Information and communication,33.178,GVA
2003.5,Poland,Information and communication,33.767,GVA
2003.75,Poland,Information and communication,34.241,GVA
2004.0,Poland,Information and communication,40.086,GVA
2004.25,Poland,Information and communication,39.606,GVA
2004.5,Poland,Information and communication,39.205,GVA
2004.75,Poland,Information and communication,39.352,GVA
2005.0,Poland,Information and communication,38.312,GVA
2005.25,Poland,Information and communication,38.641,GVA
2005.5,Poland,Information and communication,38.424,GVA
2005.75,Poland,Information and communication,38.771,GVA
2006.0,Poland,Information and communication,39.754,GVA
2006.25,Poland,Information and communication,39.965,GVA
2006.5,Poland,Information and communication,40.8,GVA
2006.75,Poland,Information and communication,40.898,GVA
2007.0,Poland,Information and communication,42.152,GVA
2007.25,Poland,Information and communication,43.097,GVA
2007.5,Poland,Information and communication,43.832,GVA
2007.75,Poland,Information and communication,44.661,GVA
2008.0,Poland,Information and communication,45.901,GVA
2008.25,Poland,Information and communication,46.442,GVA
2008.5,Poland,Information and communication,47.087,GVA
2008.75,Poland,Information and communication,47.828,GVA
2009.0,Poland,Information and communication,46.945,GVA
2009.25,Poland,Information and communication,48.291,GVA
2009.5,Poland,Information and communication,49.667,GVA
2009.75,Poland,Information and communication,50.687,GVA
2010.0,Poland,Information and communication,43.994,GVA
2010.25,Poland,Information and communication,44.098,GVA
2010.5,Poland,Information and communication,43.808,GVA
2010.75,Poland,Information and communication,44.159,GVA
2011.0,Poland,Information and communication,45.332,GVA
2011.25,Poland,Information and communication,45.773,GVA
2011.5,Poland,Information and communication,47.051,GVA
2011.75,Poland,Information and communication,47.849,GVA
2012.0,Poland,Information and communication,53.938,GVA
2012.25,Poland,Information and communication,52.995,GVA
2012.5,Poland,Information and communication,52.861,GVA
2012.75,Poland,Information and communication,53.1,GVA
2013.0,Poland,Information and communication,53.754,GVA
2013.25,Poland,Information and communication,53.874,GVA
2013.5,Poland,Information and communication,53.559,GVA
2013.75,Poland,Information and communication,54.57,GVA
2014.0,Poland,Information and communication,56.058,GVA
2014.25,Poland,Information and communication,57.513,GVA
2014.5,Poland,Information and communication,59.965,GVA
2014.75,Poland,Information and communication,60.539,GVA
2015.0,Poland,Information and communication,61.216,GVA
2015.25,Poland,Information and communication,63.807,GVA
2015.5,Poland,Information and communication,64.883,GVA
2015.75,Poland,Information and communication,67.384,GVA
2016.0,Poland,Information and communication,70.289,GVA
2016.25,Poland,Information and communication,71.121,GVA
2016.5,Poland,Information and communication,73.639,GVA
2016.75,Poland,Information and communication,75.299,GVA
2017.0,Poland,Information and communication,76.662,GVA
