,Quarter,Industry,Value,Country,Variable
894,2022 Q4,Finance and insurance,101.68406427923118,UK,GVA
895,2023 Q1,Finance and insurance,103.13707012500161,UK,GVA
896,2023 Q2,Finance and insurance,102.45618574165547,UK,GVA
897,2023 Q3,Finance and insurance,101.5534574658087,UK,GVA
898,2023 Q4,Finance and insurance,101.77128921135197,UK,GVA
899,2024 Q1,Finance and insurance,102.50958874454778,UK,GVA
900,2024 Q2,Finance and insurance,102.27659243340909,UK,GVA
901,2024 Q3,Finance and insurance,101.75119804122473,UK,GVA
902,2024 Q4,Finance and insurance,101.7714332867826,UK,GVA
903,2025 Q1,Finance and insurance,101.31346313468362,UK,GVA
904,1997 Q1,Professional & Admin Services,74.05500475043468,UK,GVA
905,1997 Q2,Professional & Admin Services,74.11725649286718,UK,GVA
906,1997 Q3,Professional & Admin Services,75.42323452959636,UK,GVA
907,1997 Q4,Professional & Admin Services,73.63440695448459,UK,GVA
908,1998 Q1,Professional & Admin Services,72.26445631880837,UK,GVA
909,1998 Q2,Professional & Admin Services,73.86234658638372,UK,GVA
910,1998 Q3,Professional & Admin Services,74.02954468428308,UK,GVA
911,1998 Q4,Professional & Admin Services,76.08046652063561,UK,GVA
912,1999 Q1,Professional & Admin Services,73.65627709577119,UK,GVA
913,1999 Q2,Professional & Admin Services,73.62526976029747,UK,GVA
914,1999 Q3,Professional & Admin Services,72.66942186995551,UK,GVA
915,1999 Q4,Professional & Admin Services,76.84209712095702,UK,GVA
916,2000 Q1,Professional & Admin Services,73.01275832026572,UK,GVA
917,2000 Q2,Professional & Admin Services,74.33910294323958,UK,GVA
918,2000 Q3,Professional & Admin Services,74.23112675424623,UK,GVA
919,2000 Q4,Professional & Admin Services,74.28043918371834,UK,GVA
920,2001 Q1,Professional & Admin Services,75.860101296397,UK,GVA
921,2001 Q2,Professional & Admin Services,75.29104410529104,UK,GVA
922,2001 Q3,Professional & Admin Services,75.15126948877175,UK,GVA
923,2001 Q4,Professional & Admin Services,73.19387557432975,UK,GVA
924,2002 Q1,Professional & Admin Services,73.0203869962071,UK,GVA
925,2002 Q2,Professional & Admin Services,75.84900618773187,UK,GVA
926,2002 Q3,Professional & Admin Services,75.49812092110244,UK,GVA
927,2002 Q4,Professional & Admin Services,74.34598787053515,UK,GVA
928,2003 Q1,Professional & Admin Services,75.04051457719676,UK,GVA
929,2003 Q2,Professional & Admin Services,74.76270404622295,UK,GVA
930,2003 Q3,Professional & Admin Services,77.54888192419341,UK,GVA
931,2003 Q4,Professional & Admin Services,80.03312362898608,UK,GVA
932,2004 Q1,Professional & Admin Services,79.06881845150976,UK,GVA
933,2004 Q2,Professional & Admin Services,80.73576353827224,UK,GVA
934,2004 Q3,Professional & Admin Services,80.33137921653854,UK,GVA
935,2004 Q4,Professional & Admin Services,81.13688421961453,UK,GVA
936,2005 Q1,Professional & Admin Services,81.7505157346151,UK,GVA
937,2005 Q2,Professional & Admin Services,81.49991752955484,UK,GVA
938,2005 Q3,Professional & Admin Services,83.14195965399382,UK,GVA
939,2005 Q4,Professional & Admin Services,86.59178213592864,UK,GVA
940,2006 Q1,Professional & Admin Services,86.81095440766468,UK,GVA
941,2006 Q2,Professional & Admin Services,86.95155341685994,UK,GVA
942,2006 Q3,Professional & Admin Services,87.05692323492795,UK,GVA
943,2006 Q4,Professional & Admin Services,87.06848387322246,UK,GVA
944,2007 Q1,Professional & Admin Services,89.71561079352519,UK,GVA
945,2007 Q2,Professional & Admin Services,90.07956847564131,UK,GVA
946,2007 Q3,Professional & Admin Services,91.52787969317245,UK,GVA
947,2007 Q4,Professional & Admin Services,91.36099261133425,UK,GVA
948,2008 Q1,Professional & Admin Services,92.73570224728527,UK,GVA
949,2008 Q2,Professional & Admin Services,91.09041014243088,UK,GVA
950,2008 Q3,Professional & Admin Services,88.91458643647374,UK,GVA
951,2008 Q4,Professional & Admin Services,88.60964050422515,UK,GVA
952,2009 Q1,Professional & Admin Services,84.41254590019156,UK,GVA
953,2009 Q2,Professional & Admin Services,86.23805153459564,UK,GVA
954,2009 Q3,Professional & Admin Services,84.50581348583609,UK,GVA
955,2009 Q4,Professional & Admin Services,83.61628936453089,UK,GVA
956,2010 Q1,Professional & Admin Services,87.13015411704296,UK,GVA
957,2010 Q2,Professional & Admin Services,87.47619671294345,UK,GVA
958,2010 Q3,Professional & Admin Services,88.2624716161446,UK,GVA
959,2010 Q4,Professional & Admin Services,87.23306973042799,UK,GVA
960,2011 Q1,Professional & Admin Services,89.94101345599678,UK,GVA
961,2011 Q2,Professional & Admin Services,89.66422074295545,UK,GVA
962,2011 Q3,Professional & Admin Services,89.19375057751729,UK,GVA
963,2011 Q4,Professional & Admin Services,88.12958604704187,UK,GVA
964,2012 Q1,Professional & Admin Services,91.00233535591104,UK,GVA
965,2012 Q2,Professional & Admin Services,89.29317545978797,UK,GVA
966,2012 Q3,Professional & Admin Services,91.74484227654295,UK,GVA
967,2012 Q4,Professional & Admin Services,92.60210206058727,UK,GVA
968,2013 Q1,Professional & Admin Services,92.48174839050975,UK,GVA
969,2013 Q2,Professional & Admin Services,94.65226864571234,UK,GVA
970,2013 Q3,Professional & Admin Services,97.05260649983084,UK,GVA
971,2013 Q4,Professional & Admin Services,98.35481139616824,UK,GVA
972,2014 Q1,Professional & Admin Services,99.13621297246438,UK,GVA
973,2014 Q2,Professional & Admin Services,100.02876906257714,UK,GVA
974,2014 Q3,Professional & Admin Services,101.70406229776823,UK,GVA
975,2014 Q4,Professional & Admin Services,102.98636968157355,UK,GVA
976,2015 Q1,Professional & Admin Services,104.27739208346179,UK,GVA
977,2015 Q2,Professional & Admin Services,105.38968476740646,UK,GVA
978,2015 Q3,Professional & Admin Services,106.23673335430016,UK,GVA
979,2015 Q4,Professional & Admin Services,106.07161339991879,UK,GVA
980,2016 Q1,Professional & Admin Services,106.22073664909037,UK,GVA
981,2016 Q2,Professional & Admin Services,107.60081521943876,UK,GVA
982,2016 Q3,Professional & Admin Services,107.31034864699443,UK,GVA
983,2016 Q4,Professional & Admin Services,108.72080344152748,UK,GVA
984,2017 Q1,Professional & Admin Services,110.20826762835117,UK,GVA
985,2017 Q2,Professional & Admin Services,110.63888343262786,UK,GVA
986,2017 Q3,Professional & Admin Services,110.66470202885066,UK,GVA
987,2017 Q4,Professional & Admin Services,111.56886862994267,UK,GVA
988,2018 Q1,Professional & Admin Services,111.12840394747651,UK,GVA
989,2018 Q2,Professional & Admin Services,112.7754173844632,UK,GVA
990,2018 Q3,Professional & Admin Services,112.25145961321499,UK,GVA
991,2018 Q4,Professional & Admin Services,112.61836379845374,UK,GVA
992,2019 Q1,Professional & Admin Services,113.90106342908699,UK,GVA
993,2019 Q2,Professional & Admin Services,113.94981084690356,UK,GVA
994,2019 Q3,Professional & Admin Services,114.92548723374443,UK,GVA
995,2019 Q4,Professional & Admin Services,113.89100341397271,UK,GVA
996,2020 Q1,Professional & Admin Services,112.02006136651153,UK,GVA
997,2020 Q2,Professional & Admin Services,86.83160679380656,UK,GVA
998,2020 Q3,Professional & Admin Services,98.28452946613027,UK,GVA
999,2020 Q4,Professional & Admin Services,102.86380237355164,UK,GVA
1000,2021 Q1,Professional & Admin Services,101.8987353325761,UK,GVA
1001,2021 Q2,Professional & Admin Services,107.48204897275156,UK,GVA
1002,2021 Q3,Professional & Admin Services,110.81197252334181,UK,GVA
1003,2021 Q4,Professional & Admin Services,114.86043362440567,UK,GVA
1004,2022 Q1,Professional & Admin Services,117.31181361298239,UK,GVA
1005,2022 Q2,Professional & Admin Services,121.18487199351095,UK,GVA
1006,2022 Q3,Professional & Admin Services,122.27506115574141,UK,GVA
1007,2022 Q4,Professional & Admin Services,125.24213183348097,UK,GVA
1008,2023 Q1,Professional & Admin Services,125.95691665522388,UK,GVA
1009,2023 Q2,Professional & Admin Services,125.68111237895766,UK,GVA
1010,2023 Q3,Professional & Admin Services,124.92860396595944,UK,GVA
1011,2023 Q4,Professional & Admin Services,125.34782167209764,UK,GVA
1012,2024 Q1,Professional & Admin Services,128.4145047114214,UK,GVA
1013,2024 Q2,Professional & Admin Services,130.28980746575726,UK,GVA
1014,2024 Q3,Professional & Admin Services,130.34391162336064,UK,GVA
1015,2024 Q4,Professional & Admin Services,130.75998850580262,UK,GVA
1016,2025 Q1,Professional & Admin Services,133.39328790149733,UK,GVA
1017,1997 Q1,Public Services,90.87473779173526,UK,GVA
1018,1997 Q2,Public Services,91.65509740913318,UK,GVA
1019,1997 Q3,Public Services,91.66269979788028,UK,GVA
1020,1997 Q4,Public Services,92.64515033721071,UK,GVA
1021,1998 Q1,Public Services,92.2911687000836,UK,GVA
1022,1998 Q2,Public Services,92.36428145243592,UK,GVA
1023,1998 Q3,Public Services,92.10032185858769,UK,GVA
1024,1998 Q4,Public Services,92.74057645686146,UK,GVA
1025,1999 Q1,Public Services,93.02747150781173,UK,GVA
1026,1999 Q2,Public Services,93.8593691341859,UK,GVA
1027,1999 Q3,Public Services,94.6597792852638,UK,GVA
1028,1999 Q4,Public Services,95.38044016218626,UK,GVA
1029,2000 Q1,Public Services,96.37176775592042,UK,GVA
1030,2000 Q2,Public Services,95.51496079676696,UK,GVA
1031,2000 Q3,Public Services,95.88537073177595,UK,GVA
1032,2000 Q4,Public Services,96.24648031995333,UK,GVA
1033,2001 Q1,Public Services,96.56518545444402,UK,GVA
1034,2001 Q2,Public Services,96.58134616091351,UK,GVA
1035,2001 Q3,Public Services,96.99532261088876,UK,GVA
1036,2001 Q4,Public Services,96.13798179983387,UK,GVA
1037,2002 Q1,Public Services,96.46853727669111,UK,GVA
1038,2002 Q2,Public Services,96.56201106546273,UK,GVA
1039,2002 Q3,Public Services,97.93865291042061,UK,GVA
1040,2002 Q4,Public Services,97.82220522607574,UK,GVA
1041,2003 Q1,Public Services,98.0742564135817,UK,GVA
1042,2003 Q2,Public Services,98.15893798702307,UK,GVA
1043,2003 Q3,Public Services,98.94736480336016,UK,GVA
1044,2003 Q4,Public Services,100.49523150480351,UK,GVA
1045,2004 Q1,Public Services,101.27849274190315,UK,GVA
1046,2004 Q2,Public Services,101.98919203783248,UK,GVA
1047,2004 Q3,Public Services,101.36911503352638,UK,GVA
1048,2004 Q4,Public Services,101.94310420702348,UK,GVA
1049,2005 Q1,Public Services,102.6071166388111,UK,GVA
1050,2005 Q2,Public Services,102.91616949517615,UK,GVA
1051,2005 Q3,Public Services,103.35487338433431,UK,GVA
1052,2005 Q4,Public Services,104.331943767995,UK,GVA
1053,2006 Q1,Public Services,104.75918543906442,UK,GVA
1054,2006 Q2,Public Services,104.91546216397145,UK,GVA
1055,2006 Q3,Public Services,105.07629644309479,UK,GVA
1056,2006 Q4,Public Services,104.82983279552833,UK,GVA
1057,2007 Q1,Public Services,104.33540931822034,UK,GVA
1058,2007 Q2,Public Services,104.25132215861038,UK,GVA
1059,2007 Q3,Public Services,104.69652821047075,UK,GVA
1060,2007 Q4,Public Services,105.94522672360532,UK,GVA
1061,2008 Q1,Public Services,107.21402720359445,UK,GVA
1062,2008 Q2,Public Services,106.86456733602627,UK,GVA
1063,2008 Q3,Public Services,105.0927589313968,UK,GVA
1064,2008 Q4,Public Services,102.08018038506835,UK,GVA
1065,2009 Q1,Public Services,98.60701545891523,UK,GVA
1066,2009 Q2,Public Services,97.65021915656457,UK,GVA
1067,2009 Q3,Public Services,97.47601253318253,UK,GVA
1068,2009 Q4,Public Services,97.79760373805908,UK,GVA
1069,2010 Q1,Public Services,98.68666006890396,UK,GVA
1070,2010 Q2,Public Services,99.56513038329432,UK,GVA
1071,2010 Q3,Public Services,99.68388955451853,UK,GVA
1072,2010 Q4,Public Services,98.8399762884817,UK,GVA
1073,2011 Q1,Public Services,98.77100826218782,UK,GVA
1074,2011 Q2,Public Services,98.43359649023199,UK,GVA
1075,2011 Q3,Public Services,98.00242410510553,UK,GVA
1076,2011 Q4,Public Services,98.22326488550777,UK,GVA
1077,2012 Q1,Public Services,99.211286477873,UK,GVA
1078,2012 Q2,Public Services,99.06246835912229,UK,GVA
1079,2012 Q3,Public Services,100.36777298360443,UK,GVA
1080,2012 Q4,Public Services,100.18444010298913,UK,GVA
1081,2013 Q1,Public Services,100.80073331805312,UK,GVA
1082,2013 Q2,Public Services,101.86899959462745,UK,GVA
1083,2013 Q3,Public Services,103.56245330900862,UK,GVA
1084,2013 Q4,Public Services,104.3069693977789,UK,GVA
1085,2014 Q1,Public Services,104.93041435931785,UK,GVA
1086,2014 Q2,Public Services,105.82259359187371,UK,GVA
1087,2014 Q3,Public Services,106.65204930657839,UK,GVA
1088,2014 Q4,Public Services,107.66642149782406,UK,GVA
1089,2015 Q1,Public Services,108.14242179741147,UK,GVA
1090,2015 Q2,Public Services,109.21319754002296,UK,GVA
1091,2015 Q3,Public Services,109.2134512360267,UK,GVA
1092,2015 Q4,Public Services,109.32695255999627,UK,GVA
1093,2016 Q1,Public Services,107.97094118117334,UK,GVA
1094,2016 Q2,Public Services,107.824681228641,UK,GVA
1095,2016 Q3,Public Services,107.86545189388444,UK,GVA
1096,2016 Q4,Public Services,108.39250265499814,UK,GVA
1097,2017 Q1,Public Services,109.72399956531996,UK,GVA
1098,2017 Q2,Public Services,110.20651173852131,UK,GVA
1099,2017 Q3,Public Services,110.53575231420115,UK,GVA
1100,2017 Q4,Public Services,111.33251880303196,UK,GVA
1101,2018 Q1,Public Services,111.17438546484549,UK,GVA
1102,2018 Q2,Public Services,111.92138248665648,UK,GVA
1103,2018 Q3,Public Services,111.92821174204963,UK,GVA
1104,2018 Q4,Public Services,111.090843127749,UK,GVA
1105,2019 Q1,Public Services,112.24613369591374,UK,GVA
1106,2019 Q2,Public Services,112.26929872548206,UK,GVA
1107,2019 Q3,Public Services,113.41065325943806,UK,GVA
1108,2019 Q4,Public Services,114.09468848441189,UK,GVA
1109,2020 Q1,Public Services,110.71159830220229,UK,GVA
1110,2020 Q2,Public Services,83.516525998252,UK,GVA
1111,2020 Q3,Public Services,101.91808479221865,UK,GVA
1112,2020 Q4,Public Services,103.85379090732707,UK,GVA
1113,2021 Q1,Public Services,101.50764633570515,UK,GVA
1114,2021 Q2,Public Services,106.10009149560544,UK,GVA
1115,2021 Q3,Public Services,107.32739057487932,UK,GVA
1116,2021 Q4,Public Services,108.428125877577,UK,GVA
1117,2022 Q1,Public Services,109.04042800570973,UK,GVA
1118,2022 Q2,Public Services,109.53916152734169,UK,GVA
1119,2022 Q3,Public Services,109.29480851241206,UK,GVA
1120,2022 Q4,Public Services,109.77162841990913,UK,GVA
1121,2023 Q1,Public Services,110.07029507644151,UK,GVA
1122,2023 Q2,Public Services,110.08053016504408,UK,GVA
1123,2023 Q3,Public Services,109.41516786272423,UK,GVA
1124,2023 Q4,Public Services,108.8618100631197,UK,GVA
1125,2024 Q1,Public Services,110.10761352786264,UK,GVA
1126,2024 Q2,Public Services,110.52214821842018,UK,GVA
1127,2024 Q3,Public Services,110.00014475045019,UK,GVA
1128,2024 Q4,Public Services,110.09156465379772,UK,GVA
1129,2025 Q1,Public Services,111.65369789518893,UK,GVA
1130,1997 Q1,Industry (except construction),93.9215911093706,UK,GVA
1131,1997 Q2,Industry (except construction),94.22229783377453,UK,GVA
1132,1997 Q3,Industry (except construction),95.39137868316048,UK,GVA
1133,1997 Q4,Industry (except construction),96.01810023462576,UK,GVA
1134,1998 Q1,Industry (except construction),96.28316137098201,UK,GVA
1135,1998 Q2,Industry (except construction),96.72108844235511,UK,GVA
1136,1998 Q3,Industry (except construction),95.42164516901187,UK,GVA
1137,1998 Q4,Industry (except construction),95.80757029094875,UK,GVA
1138,1999 Q1,Industry (except construction),97.66582654613036,UK,GVA
1139,1999 Q2,Industry (except construction),98.56694454370097,UK,GVA
1140,1999 Q3,Industry (except construction),99.8837649770158,UK,GVA
1141,1999 Q4,Industry (except construction),99.64213000494405,UK,GVA
1142,2000 Q1,Industry (except construction),99.955239036811,UK,GVA
1143,2000 Q2,Industry (except construction),98.41536843191575,UK,GVA
1144,2000 Q3,Industry (except construction),97.99050082604468,UK,GVA
1145,2000 Q4,Industry (except construction),99.37115813752344,UK,GVA
1146,2001 Q1,Industry (except construction),99.6240861209881,UK,GVA
1147,2001 Q2,Industry (except construction),99.61097577788071,UK,GVA
1148,2001 Q3,Industry (except construction),100.61019105940383,UK,GVA
1149,2001 Q4,Industry (except construction),99.50365301491122,UK,GVA
1150,2002 Q1,Industry (except construction),99.06257843557395,UK,GVA
1151,2002 Q2,Industry (except construction),98.07579583112114,UK,GVA
1152,2002 Q3,Industry (except construction),100.95915331679544,UK,GVA
1153,2002 Q4,Industry (except construction),100.77596242777886,UK,GVA
1154,2003 Q1,Industry (except construction),101.12979018973635,UK,GVA
1155,2003 Q2,Industry (except construction),99.60736155988063,UK,GVA
1156,2003 Q3,Industry (except construction),99.95580719521419,UK,GVA
1157,2003 Q4,Industry (except construction),100.93806621552856,UK,GVA
1158,2004 Q1,Industry (except construction),101.72405306010536,UK,GVA
1159,2004 Q2,Industry (except construction),101.51335053063228,UK,GVA
1160,2004 Q3,Industry (except construction),99.33281292573149,UK,GVA
1161,2004 Q4,Industry (except construction),98.74336359054979,UK,GVA
1162,2005 Q1,Industry (except construction),98.44450568684073,UK,GVA
1163,2005 Q2,Industry (except construction),98.68576981992544,UK,GVA
1164,2005 Q3,Industry (except construction),97.50379534187576,UK,GVA
1165,2005 Q4,Industry (except construction),98.65403942432354,UK,GVA
1166,2006 Q1,Industry (except construction),100.24464299929375,UK,GVA
1167,2006 Q2,Industry (except construction),101.89278626831883,UK,GVA
1168,2006 Q3,Industry (except construction),102.5191745504878,UK,GVA
1169,2006 Q4,Industry (except construction),102.68854664987236,UK,GVA
1170,2007 Q1,Industry (except construction),101.08634655733182,UK,GVA
1171,2007 Q2,Industry (except construction),99.85718344111179,UK,GVA
1172,2007 Q3,Industry (except construction),99.50809138565404,UK,GVA
1173,2007 Q4,Industry (except construction),100.65659027664384,UK,GVA
1174,2008 Q1,Industry (except construction),99.97791379591682,UK,GVA
1175,2008 Q2,Industry (except construction),99.6509173104737,UK,GVA
1176,2008 Q3,Industry (except construction),98.92406081349753,UK,GVA
1177,2008 Q4,Industry (except construction),95.73005986431328,UK,GVA
1178,2009 Q1,Industry (except construction),90.50792423742965,UK,GVA
1179,2009 Q2,Industry (except construction),90.37479606576598,UK,GVA
1180,2009 Q3,Industry (except construction),90.71250779941235,UK,GVA
1181,2009 Q4,Industry (except construction),91.27773043722847,UK,GVA
1182,2010 Q1,Industry (except construction),91.68025489569253,UK,GVA
1183,2010 Q2,Industry (except construction),91.87560401992368,UK,GVA
1184,2010 Q3,Industry (except construction),90.41657629353776,UK,GVA
1185,2010 Q4,Industry (except construction),88.63619208567872,UK,GVA
1186,2011 Q1,Industry (except construction),84.92045104637552,UK,GVA
1187,2011 Q2,Industry (except construction),83.46958537894893,UK,GVA
1188,2011 Q3,Industry (except construction),82.91249472042456,UK,GVA
1189,2011 Q4,Industry (except construction),84.17153719503638,UK,GVA
1190,2012 Q1,Industry (except construction),85.18930812168678,UK,GVA
1191,2012 Q2,Industry (except construction),86.61433785834795,UK,GVA
1192,2012 Q3,Industry (except construction),87.73257256020761,UK,GVA
1193,2012 Q4,Industry (except construction),87.3603852856476,UK,GVA
1194,2013 Q1,Industry (except construction),87.3341742862766,UK,GVA
1195,2013 Q2,Industry (except construction),87.99462031764497,UK,GVA
1196,2013 Q3,Industry (except construction),89.2645414172886,UK,GVA
1197,2013 Q4,Industry (except construction),89.6685806702512,UK,GVA
1198,2014 Q1,Industry (except construction),90.21936072673523,UK,GVA
1199,2014 Q2,Industry (except construction),90.56654210469242,UK,GVA
1200,2014 Q3,Industry (except construction),92.16549646494411,UK,GVA
1201,2014 Q4,Industry (except construction),94.34562846834558,UK,GVA
1202,2015 Q1,Industry (except construction),98.1098568810211,UK,GVA
1203,2015 Q2,Industry (except construction),100.7671420087878,UK,GVA
1204,2015 Q3,Industry (except construction),100.88980117220588,UK,GVA
1205,2015 Q4,Industry (except construction),100.79008004544778,UK,GVA
1206,2016 Q1,Industry (except construction),97.37664908919896,UK,GVA
1207,2016 Q2,Industry (except construction),96.7048019881266,UK,GVA
1208,2016 Q3,Industry (except construction),95.20933364623464,UK,GVA
1209,2016 Q4,Industry (except construction),94.98823857318598,UK,GVA
1210,2017 Q1,Industry (except construction),95.40281377035281,UK,GVA
1211,2017 Q2,Industry (except construction),95.3395472287972,UK,GVA
1212,2017 Q3,Industry (except construction),96.0530602278074,UK,GVA
1213,2017 Q4,Industry (except construction),97.592156188754,UK,GVA
1214,2018 Q1,Industry (except construction),98.14960455549839,UK,GVA
1215,2018 Q2,Industry (except construction),98.32034832694988,UK,GVA
1216,2018 Q3,Industry (except construction),98.04884855747191,UK,GVA
1217,2018 Q4,Industry (except construction),95.5076525363869,UK,GVA
1218,2019 Q1,Industry (except construction),97.07826997491486,UK,GVA
1219,2019 Q2,Industry (except construction),97.22290753177333,UK,GVA
1220,2019 Q3,Industry (except construction),98.97981049549742,UK,GVA
1221,2019 Q4,Industry (except construction),101.87667911105083,UK,GVA
1222,2020 Q1,Industry (except construction),103.13256420220863,UK,GVA
1223,2020 Q2,Industry (except construction),86.46029882672562,UK,GVA
1224,2020 Q3,Industry (except construction),104.2126321116543,UK,GVA
1225,2020 Q4,Industry (except construction),106.19450485941147,UK,GVA
1226,2021 Q1,Industry (except construction),102.21669768317278,UK,GVA
1227,2021 Q2,Industry (except construction),101.34013492702032,UK,GVA
1228,2021 Q3,Industry (except construction),98.11108991123871,UK,GVA
1229,2021 Q4,Industry (except construction),96.15842306420797,UK,GVA
1230,2022 Q1,Industry (except construction),93.94800978879178,UK,GVA
1231,2022 Q2,Industry (except construction),92.2937971503617,UK,GVA
1232,2022 Q3,Industry (except construction),90.13388310844941,UK,GVA
1233,2022 Q4,Industry (except construction),89.37619403322844,UK,GVA
1234,2023 Q1,Industry (except construction),89.4674879985823,UK,GVA
1235,2023 Q2,Industry (except construction),90.07353814698831,UK,GVA
1236,2023 Q3,Industry (except construction),89.2827166422672,UK,GVA
1237,2023 Q4,Industry (except construction),87.93222720340766,UK,GVA
1238,2024 Q1,Industry (except construction),88.24512343873059,UK,GVA
1239,2024 Q2,Industry (except construction),87.38832514887304,UK,GVA
1240,2024 Q3,Industry (except construction),86.82248507467075,UK,GVA
1241,2024 Q4,Industry (except construction),86.43003967369572,UK,GVA
1242,2025 Q1,Industry (except construction),87.83420738851768,UK,GVA
